,Low res det,Low res IoU,Low res time,High res det,High res IoU,High res time,Obj size,Shape,Name,Filepath
0,True,0.3229165582913402,0.1987760066986084,False,0.0,0.21080303192138672,53,"(42, 64, 3)",potted plant,000000000139.jpg
1,True,0.8147646609533649,0.1987760066986084,True,0.8549214298518866,0.21080303192138672,1324,"(42, 64, 3)",tv,000000000139.jpg
2,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,569,"(42, 64, 3)",tv,000000000139.jpg
3,True,0.35413899782233416,0.1987760066986084,False,0.0,0.21080303192138672,220,"(42, 64, 3)",chair,000000000139.jpg
4,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,189,"(42, 64, 3)",chair,000000000139.jpg
5,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,129,"(42, 64, 3)",chair,000000000139.jpg
6,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,18,"(42, 64, 3)",chair,000000000139.jpg
7,False,0.0,0.1987760066986084,True,0.5026263159772212,0.21080303192138672,292,"(42, 64, 3)",person,000000000139.jpg
8,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,39,"(42, 64, 3)",person,000000000139.jpg
9,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,20,"(42, 64, 3)",microwave,000000000139.jpg
10,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,204,"(42, 64, 3)",refrigerator,000000000139.jpg
11,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,38,"(42, 64, 3)",book,000000000139.jpg
12,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,31,"(42, 64, 3)",book,000000000139.jpg
13,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,22,"(42, 64, 3)",clock,000000000139.jpg
14,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,209,"(42, 64, 3)",vase,000000000139.jpg
15,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,20,"(42, 64, 3)",vase,000000000139.jpg
16,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,7,"(42, 64, 3)",chair,000000000139.jpg
17,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,18,"(42, 64, 3)",vase,000000000139.jpg
18,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,12,"(42, 64, 3)",vase,000000000139.jpg
19,False,0.0,0.1987760066986084,False,0.0,0.21080303192138672,235,"(42, 64, 3)",dining table,000000000139.jpg
20,True,0.8407379955583217,0.09830832481384277,False,0.0,0.16512823104858398,27582,"(64, 58, 3)",bear,000000000285.jpg
21,False,0.0,0.12285399436950684,True,0.8356763677421033,0.20402884483337402,6444,"(48, 64, 3)",bed,000000000632.jpg
22,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,247,"(48, 64, 3)",potted plant,000000000632.jpg
23,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,20,"(48, 64, 3)",book,000000000632.jpg
24,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,21,"(48, 64, 3)",book,000000000632.jpg
25,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,22,"(48, 64, 3)",book,000000000632.jpg
26,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,19,"(48, 64, 3)",book,000000000632.jpg
27,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,9,"(48, 64, 3)",book,000000000632.jpg
28,False,0.0,0.12285399436950684,True,0.3130194350563828,0.20402884483337402,519,"(48, 64, 3)",chair,000000000632.jpg
29,False,0.0,0.12285399436950684,True,0.4338637440264888,0.20402884483337402,693,"(48, 64, 3)",potted plant,000000000632.jpg
30,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,97,"(48, 64, 3)",book,000000000632.jpg
31,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,24,"(48, 64, 3)",book,000000000632.jpg
32,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,8,"(48, 64, 3)",book,000000000632.jpg
33,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,8,"(48, 64, 3)",book,000000000632.jpg
34,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,8,"(48, 64, 3)",book,000000000632.jpg
35,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,21,"(48, 64, 3)",book,000000000632.jpg
36,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,12,"(48, 64, 3)",book,000000000632.jpg
37,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,19,"(48, 64, 3)",book,000000000632.jpg
38,False,0.0,0.12285399436950684,False,0.0,0.20402884483337402,1981,"(48, 64, 3)",book,000000000632.jpg
39,True,0.8333828827469119,0.11991429328918457,True,0.8699068319691671,0.1725621223449707,1629,"(50, 37, 3)",stop sign,000000000724.jpg
40,False,0.0,0.11991429328918457,False,0.0,0.1725621223449707,40,"(50, 37, 3)",truck,000000000724.jpg
41,False,0.0,0.11991429328918457,False,0.0,0.1725621223449707,8,"(50, 37, 3)",car,000000000724.jpg
42,False,0.0,0.11991429328918457,False,0.0,0.1725621223449707,32,"(50, 37, 3)",stop sign,000000000724.jpg
43,False,0.0,0.13524961471557617,False,0.0,0.18248915672302246,6556,"(64, 42, 3)",teddy bear,000000000776.jpg
44,False,0.0,0.13524961471557617,False,0.0,0.18248915672302246,8492,"(64, 42, 3)",teddy bear,000000000776.jpg
45,False,0.0,0.13524961471557617,False,0.0,0.18248915672302246,7987,"(64, 42, 3)",teddy bear,000000000776.jpg
46,False,0.0,0.13524961471557617,False,0.0,0.18248915672302246,2713,"(64, 42, 3)",bed,000000000776.jpg
47,False,0.0,0.134382963180542,True,0.7355870634479196,0.18385839462280273,2790,"(42, 64, 3)",person,000000000785.jpg
48,False,0.0,0.134382963180542,False,0.0,0.18385839462280273,382,"(42, 64, 3)",skis,000000000785.jpg
49,True,0.8292220263098427,0.12929487228393555,True,0.8434341592644707,0.1822805404663086,5198,"(64, 42, 3)",refrigerator,000000000802.jpg
50,True,0.8267079031957607,0.12929487228393555,True,0.8664391351076991,0.1822805404663086,2587,"(64, 42, 3)",oven,000000000802.jpg
51,False,0.0,0.09869217872619629,False,0.0,0.16049432754516602,22,"(64, 62, 3)",sports ball,000000000872.jpg
52,True,0.3091465232814692,0.09869217872619629,True,0.41338976788168524,0.16049432754516602,2577,"(64, 62, 3)",person,000000000872.jpg
53,True,0.5611640234856906,0.09869217872619629,True,0.6113670254640239,0.16049432754516602,4804,"(64, 62, 3)",person,000000000872.jpg
54,False,0.0,0.09869217872619629,False,0.0,0.16049432754516602,137,"(64, 62, 3)",baseball glove,000000000872.jpg
55,True,0.5531712337966749,0.1357879638671875,True,0.5827019595248611,0.19340038299560547,1052,"(42, 64, 3)",person,000000000885.jpg
56,False,0.0,0.1357879638671875,True,0.5895945126452264,0.19340038299560547,618,"(42, 64, 3)",person,000000000885.jpg
57,True,0.6332229469227242,0.1357879638671875,True,0.6897402450143975,0.19340038299560547,613,"(42, 64, 3)",person,000000000885.jpg
58,False,0.0,0.1357879638671875,False,0.0,0.19340038299560547,29,"(42, 64, 3)",person,000000000885.jpg
59,False,0.0,0.1357879638671875,False,0.0,0.19340038299560547,35,"(42, 64, 3)",person,000000000885.jpg
60,False,0.0,0.1357879638671875,False,0.0,0.19340038299560547,179,"(42, 64, 3)",tennis racket,000000000885.jpg
61,False,0.0,0.1357879638671875,True,0.362313664394683,0.19340038299560547,44,"(42, 64, 3)",person,000000000885.jpg
62,False,0.0,0.1357879638671875,False,0.0,0.19340038299560547,49,"(42, 64, 3)",person,000000000885.jpg
63,False,0.0,0.1357879638671875,False,0.0,0.19340038299560547,58,"(42, 64, 3)",person,000000000885.jpg
64,False,0.0,0.14323663711547852,False,0.0,0.2197892665863037,243,"(48, 64, 3)",tennis racket,000000001000.jpg
65,False,0.0,0.14323663711547852,False,0.0,0.2197892665863037,258,"(48, 64, 3)",handbag,000000001000.jpg
66,False,0.0,0.14323663711547852,False,0.0,0.2197892665863037,220,"(48, 64, 3)",handbag,000000001000.jpg
67,True,0.550595667830919,0.14323663711547852,True,0.6101247715119938,0.2197892665863037,866,"(48, 64, 3)",person,000000001000.jpg
68,False,0.0,0.14323663711547852,True,0.39229714897530193,0.2197892665863037,107,"(48, 64, 3)",person,000000001000.jpg
69,True,0.49959835646019835,0.14323663711547852,True,0.4871643422249786,0.2197892665863037,1435,"(48, 64, 3)",person,000000001000.jpg
70,True,0.35545580121850984,0.14323663711547852,True,0.3195643481218629,0.2197892665863037,1132,"(48, 64, 3)",person,000000001000.jpg
71,True,0.554543456425445,0.14323663711547852,True,0.5550966835287705,0.2197892665863037,2282,"(48, 64, 3)",person,000000001000.jpg
72,True,0.660549100653891,0.14323663711547852,True,0.6813375000260713,0.2197892665863037,1836,"(48, 64, 3)",person,000000001000.jpg
73,False,0.0,0.14323663711547852,False,0.0,0.2197892665863037,1098,"(48, 64, 3)",person,000000001000.jpg
74,False,0.0,0.14323663711547852,True,0.34200850828384166,0.2197892665863037,1712,"(48, 64, 3)",person,000000001000.jpg
75,True,0.4472033371416841,0.14323663711547852,True,0.48805915658842297,0.2197892665863037,381,"(48, 64, 3)",person,000000001000.jpg
76,True,0.31658246418052094,0.14323663711547852,False,0.0,0.2197892665863037,681,"(48, 64, 3)",person,000000001000.jpg
77,False,0.0,0.14323663711547852,False,0.0,0.2197892665863037,67,"(48, 64, 3)",backpack,000000001000.jpg
78,False,0.0,0.14323663711547852,False,0.0,0.2197892665863037,42,"(48, 64, 3)",backpack,000000001000.jpg
79,True,0.36586926839096096,0.14323663711547852,True,0.4109433759997514,0.2197892665863037,629,"(48, 64, 3)",person,000000001000.jpg
80,True,0.5498353272909304,0.14323663711547852,True,0.6299214845441771,0.2197892665863037,137,"(48, 64, 3)",person,000000001000.jpg
81,False,0.0,0.19077682495117188,False,0.0,0.1901404857635498,109,"(42, 64, 3)",bird,000000001268.jpg
82,False,0.0,0.19077682495117188,False,0.0,0.1901404857635498,172,"(42, 64, 3)",boat,000000001268.jpg
83,False,0.0,0.19077682495117188,False,0.0,0.1901404857635498,120,"(42, 64, 3)",boat,000000001268.jpg
84,True,0.6083236366807171,0.19077682495117188,True,0.7313423342779616,0.1901404857635498,233,"(42, 64, 3)",person,000000001268.jpg
85,True,0.47052370611101957,0.19077682495117188,True,0.4349716984970998,0.1901404857635498,2357,"(42, 64, 3)",person,000000001268.jpg
86,True,0.6228631842035562,0.19077682495117188,True,0.6923815044689846,0.1901404857635498,380,"(42, 64, 3)",person,000000001268.jpg
87,True,0.6059450826639349,0.19077682495117188,True,0.5675799561119241,0.1901404857635498,152,"(42, 64, 3)",person,000000001268.jpg
88,False,0.0,0.19077682495117188,False,0.0,0.1901404857635498,42,"(42, 64, 3)",cell phone,000000001268.jpg
89,False,0.0,0.19077682495117188,False,0.0,0.1901404857635498,68,"(42, 64, 3)",backpack,000000001268.jpg
90,False,0.0,0.19077682495117188,False,0.0,0.1901404857635498,995,"(42, 64, 3)",handbag,000000001268.jpg
91,False,0.0,0.19077682495117188,False,0.0,0.1901404857635498,185,"(42, 64, 3)",boat,000000001268.jpg
92,True,0.5947145535075405,0.16849374771118164,True,0.7488539966916524,0.24803924560546875,758,"(64, 42, 3)",cell phone,000000001296.jpg
93,False,0.0,0.16849374771118164,False,0.0,0.24803924560546875,20,"(64, 42, 3)",clock,000000001296.jpg
94,True,0.4956425106758216,0.16849374771118164,True,0.6411975996765626,0.24803924560546875,19297,"(64, 42, 3)",person,000000001296.jpg
95,True,0.6687189322133313,0.16849374771118164,True,0.6369369280237561,0.24803924560546875,1399,"(64, 42, 3)",person,000000001296.jpg
96,False,0.0,0.12121295928955078,False,0.0,0.19105935096740723,2403,"(50, 37, 3)",train,000000001353.jpg
97,False,0.0,0.12121295928955078,False,0.0,0.19105935096740723,235,"(50, 37, 3)",person,000000001353.jpg
98,False,0.0,0.12121295928955078,False,0.0,0.19105935096740723,214,"(50, 37, 3)",person,000000001353.jpg
99,False,0.0,0.12121295928955078,False,0.0,0.19105935096740723,1178,"(50, 37, 3)",person,000000001353.jpg
100,False,0.0,0.12121295928955078,True,0.3543225937625722,0.19105935096740723,1046,"(50, 37, 3)",person,000000001353.jpg
101,False,0.0,0.12121295928955078,True,0.4342476033238253,0.19105935096740723,362,"(50, 37, 3)",person,000000001353.jpg
102,False,0.0,0.12121295928955078,False,0.0,0.19105935096740723,98,"(50, 37, 3)",person,000000001353.jpg
103,False,0.0,0.11735391616821289,False,0.0,0.22298741340637207,6164,"(51, 64, 3)",sandwich,000000001425.jpg
104,False,0.0,0.11735391616821289,True,0.8473345609396127,0.22298741340637207,2508,"(51, 64, 3)",bowl,000000001425.jpg
105,True,0.47267034771556843,0.12543725967407227,True,0.6665613705968757,0.17978477478027344,243,"(31, 64, 3)",person,000000001490.jpg
106,False,0.0,0.12543725967407227,False,0.0,0.17978477478027344,102,"(31, 64, 3)",surfboard,000000001490.jpg
107,False,0.0,0.11498284339904785,False,0.0,0.16018247604370117,1011,"(24, 32, 3)",laptop,000000001503.jpg
108,False,0.0,0.11498284339904785,False,0.0,0.16018247604370117,58,"(24, 32, 3)",mouse,000000001503.jpg
109,False,0.0,0.11498284339904785,False,0.0,0.16018247604370117,393,"(24, 32, 3)",keyboard,000000001503.jpg
110,True,0.7310799412931646,0.11498284339904785,True,0.8489608009950251,0.16018247604370117,849,"(24, 32, 3)",tv,000000001503.jpg
111,False,0.0,0.11498284339904785,False,0.0,0.16018247604370117,11,"(24, 32, 3)",mouse,000000001503.jpg
112,True,0.7496619713701923,0.1397109031677246,True,0.8261012971210202,0.2393507957458496,951,"(48, 64, 3)",car,000000001532.jpg
113,False,0.0,0.1397109031677246,False,0.0,0.2393507957458496,172,"(48, 64, 3)",car,000000001532.jpg
114,False,0.0,0.1397109031677246,True,0.5294777238271436,0.2393507957458496,62,"(48, 64, 3)",car,000000001532.jpg
115,False,0.0,0.1397109031677246,False,0.0,0.2393507957458496,406,"(48, 64, 3)",car,000000001532.jpg
116,False,0.0,0.1397109031677246,False,0.0,0.2393507957458496,24,"(48, 64, 3)",truck,000000001532.jpg
117,False,0.0,0.1397109031677246,True,0.39239651806013687,0.2393507957458496,282,"(48, 64, 3)",car,000000001532.jpg
118,False,0.0,0.1397109031677246,False,0.0,0.2393507957458496,49,"(48, 64, 3)",car,000000001532.jpg
119,False,0.0,0.1397109031677246,True,0.7769098673247232,0.2393507957458496,1961,"(48, 64, 3)",car,000000001532.jpg
120,True,0.8270555260123799,0.10064315795898438,True,0.8816624197070109,0.1999979019165039,14952,"(61, 61, 3)",bus,000000001584.jpg
121,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,150,"(61, 61, 3)",person,000000001584.jpg
122,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,24,"(61, 61, 3)",person,000000001584.jpg
123,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,69,"(61, 61, 3)",person,000000001584.jpg
124,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,55,"(61, 61, 3)",person,000000001584.jpg
125,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,36,"(61, 61, 3)",person,000000001584.jpg
126,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,4,"(61, 61, 3)",person,000000001584.jpg
127,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,327,"(61, 61, 3)",bus,000000001584.jpg
128,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,27,"(61, 61, 3)",person,000000001584.jpg
129,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,28,"(61, 61, 3)",person,000000001584.jpg
130,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,73,"(61, 61, 3)",person,000000001584.jpg
131,False,0.0,0.10064315795898438,True,0.3490137677815156,0.1999979019165039,35,"(61, 61, 3)",person,000000001584.jpg
132,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,30,"(61, 61, 3)",person,000000001584.jpg
133,False,0.0,0.10064315795898438,False,0.0,0.1999979019165039,378,"(61, 61, 3)",bus,000000001584.jpg
134,False,0.0,0.13128995895385742,False,0.0,0.21393775939941406,14329,"(48, 64, 3)",cat,000000001675.jpg
135,True,0.7235514578634563,0.13128995895385742,True,0.7760760627738675,0.21393775939941406,4503,"(48, 64, 3)",keyboard,000000001675.jpg
