,Low res det,Low res IoU,Low res time,High res det,High res IoU,High res time,Obj size,Shape,Name,Filepath
0,True,0.37893307442532614,0.2174515724182129,True,0.36532085717825613,0.984236478805542,160,"(127, 192, 3)",potted plant,000000000139.jpg
1,True,0.9212996068877871,0.2174515724182129,True,0.9183061593348202,0.984236478805542,3974,"(127, 192, 3)",tv,000000000139.jpg
2,True,0.8504829120594095,0.2174515724182129,False,0.0,0.984236478805542,1708,"(127, 192, 3)",tv,000000000139.jpg
3,True,0.47296000245727765,0.2174515724182129,True,0.47641576394016877,0.984236478805542,661,"(127, 192, 3)",chair,000000000139.jpg
4,True,0.49895870545517146,0.2174515724182129,True,0.48834452764651026,0.984236478805542,567,"(127, 192, 3)",chair,000000000139.jpg
5,True,0.5442897494562922,0.2174515724182129,True,0.5405911354502896,0.984236478805542,387,"(127, 192, 3)",chair,000000000139.jpg
6,True,0.3939806139555319,0.2174515724182129,True,0.36897049680466276,0.984236478805542,54,"(127, 192, 3)",chair,000000000139.jpg
7,True,0.5561720043954383,0.2174515724182129,True,0.6148588182759448,0.984236478805542,876,"(127, 192, 3)",person,000000000139.jpg
8,True,0.5215296043944676,0.2174515724182129,True,0.5779681120712427,0.984236478805542,118,"(127, 192, 3)",person,000000000139.jpg
9,False,0.0,0.2174515724182129,False,0.0,0.984236478805542,62,"(127, 192, 3)",microwave,000000000139.jpg
10,True,0.6143838208823087,0.2174515724182129,False,0.0,0.984236478805542,612,"(127, 192, 3)",refrigerator,000000000139.jpg
11,False,0.0,0.2174515724182129,False,0.0,0.984236478805542,115,"(127, 192, 3)",book,000000000139.jpg
12,False,0.0,0.2174515724182129,False,0.0,0.984236478805542,95,"(127, 192, 3)",book,000000000139.jpg
13,False,0.0,0.2174515724182129,False,0.0,0.984236478805542,68,"(127, 192, 3)",clock,000000000139.jpg
14,True,0.7397856321532306,0.2174515724182129,True,0.7435941857585446,0.984236478805542,628,"(127, 192, 3)",vase,000000000139.jpg
15,False,0.0,0.2174515724182129,False,0.0,0.984236478805542,62,"(127, 192, 3)",vase,000000000139.jpg
16,False,0.0,0.2174515724182129,False,0.0,0.984236478805542,21,"(127, 192, 3)",chair,000000000139.jpg
17,True,0.5645261412634692,0.2174515724182129,True,0.4695634292980486,0.984236478805542,56,"(127, 192, 3)",vase,000000000139.jpg
18,True,0.4699300121191987,0.2174515724182129,True,0.4149310293960138,0.984236478805542,38,"(127, 192, 3)",vase,000000000139.jpg
19,False,0.0,0.2174515724182129,False,0.0,0.984236478805542,707,"(127, 192, 3)",dining table,000000000139.jpg
20,True,0.9334730110422539,0.14780855178833008,True,0.9186142464433394,0.7043662071228027,82748,"(192, 175, 3)",bear,000000000285.jpg
21,True,0.89725878428916,0.19829773902893066,True,0.911685670080563,0.7779498100280762,19332,"(144, 192, 3)",bed,000000000632.jpg
22,True,0.5579841986607542,0.19829773902893066,True,0.5897856629970519,0.7779498100280762,741,"(144, 192, 3)",potted plant,000000000632.jpg
23,True,0.41663028397947155,0.19829773902893066,True,0.5171413805734864,0.7779498100280762,60,"(144, 192, 3)",book,000000000632.jpg
24,True,0.45462967780491487,0.19829773902893066,True,0.5750288580741983,0.7779498100280762,63,"(144, 192, 3)",book,000000000632.jpg
25,True,0.47921580077958426,0.19829773902893066,True,0.44685006515324444,0.7779498100280762,67,"(144, 192, 3)",book,000000000632.jpg
26,True,0.4135245683266748,0.19829773902893066,True,0.5102319769484936,0.7779498100280762,59,"(144, 192, 3)",book,000000000632.jpg
27,False,0.0,0.19829773902893066,True,0.3285536921460259,0.7779498100280762,27,"(144, 192, 3)",book,000000000632.jpg
28,True,0.6942231649544331,0.19829773902893066,True,0.6742394634788749,0.7779498100280762,1557,"(144, 192, 3)",chair,000000000632.jpg
