,Low res det,Low res IoU,Low res time,High res det,High res IoU,High res time,Obj size,Shape,Name,Filepath
0,True,0.4663790199112057,19.29877471923828,True,0.4483533350425961,4.472941875457764,373,"(298, 448, 3)",potted plant,000000000139.jpg
1,True,0.9260859163779803,19.29877471923828,True,0.9196047394748246,4.472941875457764,9272,"(298, 448, 3)",tv,000000000139.jpg
2,True,0.835424735248496,19.29877471923828,True,0.8552353972940852,4.472941875457764,3985,"(298, 448, 3)",tv,000000000139.jpg
3,True,0.5621348236262648,19.29877471923828,True,0.5659187359685064,4.472941875457764,1544,"(298, 448, 3)",chair,000000000139.jpg
4,True,0.4819863492705708,19.29877471923828,True,0.45438396018796445,4.472941875457764,1323,"(298, 448, 3)",chair,000000000139.jpg
5,True,0.5266637261195405,19.29877471923828,True,0.4708352587944573,4.472941875457764,904,"(298, 448, 3)",chair,000000000139.jpg
6,True,0.420941342168409,19.29877471923828,True,0.4110802732782804,4.472941875457764,128,"(298, 448, 3)",chair,000000000139.jpg
7,True,0.7020793654944686,19.29877471923828,True,0.695030090115936,4.472941875457764,2045,"(298, 448, 3)",person,000000000139.jpg
8,True,0.7053084301862342,19.29877471923828,True,0.7290259296276111,4.472941875457764,276,"(298, 448, 3)",person,000000000139.jpg
9,False,0.0,19.29877471923828,False,0.0,4.472941875457764,145,"(298, 448, 3)",microwave,000000000139.jpg
10,True,0.8064975632564592,19.29877471923828,True,0.8067443197987565,4.472941875457764,1428,"(298, 448, 3)",refrigerator,000000000139.jpg
11,False,0.0,19.29877471923828,False,0.0,4.472941875457764,268,"(298, 448, 3)",book,000000000139.jpg
12,False,0.0,19.29877471923828,False,0.0,4.472941875457764,221,"(298, 448, 3)",book,000000000139.jpg
13,True,0.6946261600229351,19.29877471923828,True,0.7457527245962344,4.472941875457764,158,"(298, 448, 3)",clock,000000000139.jpg
14,True,0.7926278985700856,19.29877471923828,True,0.7845443235389529,4.472941875457764,1466,"(298, 448, 3)",vase,000000000139.jpg
15,True,0.6412985545449237,19.29877471923828,True,0.6251064633558234,4.472941875457764,145,"(298, 448, 3)",vase,000000000139.jpg
16,False,0.0,19.29877471923828,False,0.0,4.472941875457764,50,"(298, 448, 3)",chair,000000000139.jpg
17,True,0.5669193236917786,19.29877471923828,True,0.5166800775631707,4.472941875457764,130,"(298, 448, 3)",vase,000000000139.jpg
18,True,0.5587782003602053,19.29877471923828,True,0.5510710214945261,4.472941875457764,89,"(298, 448, 3)",vase,000000000139.jpg
19,False,0.0,19.29877471923828,False,0.0,4.472941875457764,1651,"(298, 448, 3)",dining table,000000000139.jpg
20,True,0.9259325974826822,0.15167808532714844,True,0.9215138407049348,3.4207303524017334,193078,"(448, 410, 3)",bear,000000000285.jpg
21,True,0.9113185754880025,0.21933603286743164,True,0.9095985125233427,3.4767143726348877,45109,"(338, 448, 3)",bed,000000000632.jpg
22,True,0.6533778545403806,0.21933603286743164,True,0.6427373475111682,3.4767143726348877,1731,"(338, 448, 3)",potted plant,000000000632.jpg
23,True,0.5633172283199661,0.21933603286743164,True,0.5419191122612081,3.4767143726348877,141,"(338, 448, 3)",book,000000000632.jpg
